"","Date","Location / Operator","Aircraft Type / Registration","Fatalities","year","month","day"
"990","27 Dec 1947","Korangi Creek, IndiaAir India","Douglas DC-3 (C-47)VT-AUG","23/23(0)","1947","Dec","27"
"991","28 Dec 1947","Leon, MexicoServicio Aéreo Panini","Douglas DC-2-172XA-GEE","5/9(3)","1947","Dec","28"
"992","06 Jan 1948","Ruislip, EnglandBritish European Airways","Vickers 610 Viking 1BG-AHPK","1/18(0)","1948","Jan","06"
"993","06 Jan 1948","Paris, FranceAir France","Douglas DC-3DF-BAXC","16/16(0)","1948","Jan","06"
"994","07 Jan 1948","Near Savannah, GeorgiaCoastal Air Lines","Douglas DC-3N60331","18/27(0)","1948","Jan","07"
"995","08 Jan 1948","Near Palestro, AlgeriaTransport Comp. Algerienne de T.A.","Douglas DC-3F-BDLG","9/9(0)","1948","Jan","08"
"996","11 Jan 1948","Ciudad Havajillo, Dominican RepublicDominicana","Douglas DC-3HI-6","32/32(0)","1948","Jan","11"
"997","13 Jan 1948","Oxon Hill, MarylandEastern Air Lines","Douglas DC-3-201FNC28384","5/9(0)","1948","Jan","13"
"998","20 Jan 1948","Near Mukden, ChinaChina National Aviation Corporation","Curtiss C-46?","11/54(0)","1948","Jan","20"
"999","28 Jan 1948","Diablo Mts., CaliforniaAirline Transport Carriers","Douglas DC-3 (C-47B-DK)NC36480","32/32(0)","1948","Jan","28"
"1000","30 Jan 1948","Atlantic Ocean, NE of BermudaBritish South American Airways","Avro 688 Tudor IG-AHNP","31/31(0)","1948","Jan","30"
"1001","07 Feb 1948","Off Jacksonville, FloridaEastern Air Lines","Lockheed L-649 ConstellationNC112A","1/69(0)","1948","Feb","07"
"1002","10 Feb 1948","Near Padalarang, IndonesiaKLM Royal Dutch Airlines","Douglas DC-3PK-REA","19/19(0)","1948","Feb","10"
"1003","12 Feb 1948","Ubrichstein, GermanyDet Danske Luftfartselskab","Douglas DC-3OY-DCI","12/21(0)","1948","Feb","12"
"1004","20 Feb 1948","Collesalvetti,  ItalySocietà Aerea Teseo","Douglas C-47-DLI-REGI","7/10(0)","1948","Feb","20"
"1005","21 Feb 1948","Off St. Marcouf, FranceLatecoere Airlines","Latecoere 631 (flying boat)F-BDRD","14/14(0)","1948","Feb","21"
"1006","23 Feb 1948","Davao, PhilippinesCommercial Airways","Douglas DC-3PI-C262","12/12(0)","1948","Feb","23"
"1007","25 Feb 1948","Columbus, OhioBruning Aviation","Douglas C-47ANC36498","2/2(0)","1948","Feb","25"
"1008","27 Feb 1948","Near Belem, BrazilMilitary - Brazilian Air Force","Douglas C-47C-47-2040","23/26(0)","1948","Feb","27"
"1009","02 Mar 1948","Off Perpignan, FranceSociété de Transports Aériens","Junkers Ju-52/3mF-BBYC","4/4(0)","1948","Mar","02"
"1010","02 Mar 1948","Heathrow Airport, London, EnglandSabena","Douglas DC-3OO-AWH","20/22(0)","1948","Mar","02"
"1011","07 Mar 1948","Near Skalafell, IcelandLoftleidir Icelandic Airlines","Avro AnsonTF-RVL","5/5(0)","1948","Mar","07"
"1012","10 Mar 1948","Chicago, IllinoisDelta Air Lines","Douglas DC-4NC37478","12/13(0)","1948","Mar","10"
"1013","12 Mar 1948","Mt. Sanford, AlaskaNorthwest Orient Airlines","Douglas DC-4 (C-54G-1-DO)NC95422","30/30(0)","1948","Mar","12"
"1014","13 Mar 1948","Sierra Cristais, BrazilCruzeiro","Douglas DC-3PP-CBX","6/6(0)","1948","Mar","13"
"1015","15 Mar 1948","Villa Pinzon, ColombiaAgencia Interamericana de Aviada","Douglas DC-3 (C47-DL)C-1002","14/14(0)","1948","Mar","15"
"1016","27 Mar 1948","Monte Cardo, Corsica, FranceIndian National Airlines","Vickers 604 Viking 1BVT-CEL","19/19(0)","1948","Mar","27"
"1017","05 Apr 1948","Near Berlin, GermanyBritish European Airways / Military - Soviet Air Force","Vickers Viking 1B & Soviet YAK-3 fighterG-AIVP","15/15(0)","1948","Apr","05"
"1018","15 Apr 1948","Shannon, IrelandPan American World Airways","Lockheed L-049-46 ConstellationNC-88858","30/31(0)","1948","Apr","15"
"1019","18 Apr 1948","Territory of New GuineaNew Guinea Air Traders","Lockheed Hudson IIIAVH-ALA","37/37(0)","1948","Apr","18"
"1020","24 Apr 1948","Near Irkutsk RussiaAeroflot","Lisnov Li-2CCCP-L4460","28/29(0)","1948","Apr","24"
"1021","13 May 1948","Mount Coron, FranceSkyways of London","de Havilland Dove 1G-AJOU","10/10(0)","1948","May","13"
"1022","13 May 1948","Near Magazini, Belgian Congo (Zaire)Sabena","Douglas DC-4-1009OO-CBE","31/32(0)","1948","May","13"
"1023","15 May 1948","Vrede, South AfricaMercury Aviation","Douglas DC-3-455ZS-BWY","13/13(0)","1948","May","15"
"1024","16 May 1948","Columbus, OhioSlick Airways","Curtiss C-46ENC59489","2/2(0)","1948","May","16"
"1025","20 May 1948","Near Bovingdon, EnglandAir Transport Charter","Douglas C-47AG-AJBG","3/4(0)","1948","May","20"
"1026","22 May 1948","Khabarovsk, RussiaAeroflot","Douglas C-47L-1073","8/9(0)","1948","May","22"
"1027","25 May 1948","Albacete, SpainAlpha Airways","Handley Page Halifax C-8G-AKBA","4/4(1)","1948","May","25"
"1028","10 Jun 1948","Isle of ManHargreaves Airways","de Havilland DH-89A Dragon RapideG-AIUI","6/8(0)","1948","Jun","10"
"1029","17 Jun 1948","Mount Carmel, PennsylvaniaUnited Air Lines","Douglas DC-6NC37506","43/43(0)","1948","Jun","17"
"1030","17 Jun 1948","Over the Pearl River, ChinaCathy Pacific","PBY Catalina?","25/26(0)","1948","Jun","17"
"1031","26 Jun 1948","Maiquetia, VenezuelaLinea Aeropostal Venezolana","Douglas DC-3YV-C-AHI","1/17(0)","1948","Jun","26"
"1032","01 Jul 1948","Keerbergen, BelgiumAvio Linee Italiane","Fiat G.212CPI-ELSA","8/12(0)","1948","Jul","01"
"1033","04 Jul 1948","Northolt, Middlesex, EnglandScandinavian Airlines (SAS)","Douglas DC-6 / RAF YorkSE-BDA/ MW248","39/39(0)","1948","Jul","04"
"1034","07 Jul 1948","Djiring, French Indo-ChinaAigle Azur","Douglas DC-3F-BCYP","16/16(0)","1948","Jul","07"
"1035","14 Jul 1948","Belem, BrazilAerovias Brasil","Douglas C-47APP-AVO","5/5(0)","1948","Jul","14"
"1036","16 Jul 1948","Pacific Ocean between Hong Kong and MacaoCathay Pacific Airways","Consolidated OA-10 CatalinaVR-HDT","25/26(0)","1948","Jul","16"
"1037","24 Jul 1948","Cap-des-Rosiers, Quebec, CanadaRimouski Airlines","Douglas DC-3CF-FKY","26/26(0)","1948","Jul","24"
"1038","29 Jul 1948","Tsingtao, ChinaCivil Air Transport","Curtiss C-46D-20-CUXT-822","19/19(0)","1948","Jul","29"
"1039","29 Jul 1948","Buenos Aires, ArgentinaALFA","Short Sandringham 2 (flying boat)LV-AAP","18/24(0)","1948","Jul","29"
"1040","01 Aug 1948","1,200 miles off Dakar, Atlantic OceanAir France","Latecoere 631 (flying boat)F-BDRC","52/52(0)","1948","Aug","01"
"1041","01 Aug 1948","Karachi, PakistanOnzeair","Avro 691 Lancastrian (flying boat)AP-ACM","4/4(0)","1948","Aug","01"
"1042","09 Aug 1948","Port Underwood, New ZealandNew Zealand National Airways","Douglas C-47BZK-AOE","2/2(0)","1948","Aug","09"
"1043","20 Aug 1948","La Guaira, VenezuelaAvensa","Douglas C-47AYV-C-AVN","3/3(0)","1948","Aug","20"
"1044","29 Aug 1948","Near Winona, MinnesotaNorthwest Orient Airlines","Martin 202NC93044","37/37(0)","1948","Aug","29"
"1045","31 Aug 1948","Near Elizabethville, Belgium CongoSabena","Douglas DC-3 (Douglas C-47A-10-DK)OO-CBL","13/13(0)","1948","Aug","31"
"1046","02 Sep 1948","Near Quirindi, AustraliaAustralian National Airways","Douglas DC-3VH-ANK","13/13(0)","1948","Sep","02"
"1047","02 Oct 1948","Near Trondheim, NorwayNorwegian Airlines","Short Sandringham 6 (flying boat)LN-IWA","19/45(0)","1948","Oct","02"
"1048","12 Oct 1948","Near Yevlakh, Azerbaijan, USSRAeroflot","Ilyushin Il12CCCP-L1450","10/10(0)","1948","Oct","12"
"1049","21 Oct 1948","Prestwick Airport, ScotlandKLM Royal Dutch Airlines","Lockheed 049-46-25 ConstellationPH-TEN","40/40(0)","1948","Oct","21"
"1050","23 Oct 1948","Mt. Ruapehu, New ZealandNew Zealand National Airways","Lockheed 10A ElectraZK-AGK","13/13(0)","1948","Oct","23"
"1051","25 Oct 1948","Georgian SSR, USSRAerflot","Lisunov Li-2CCCP-L4500","18/18(0)","1948","Oct","25"
"1052","27 Oct 1948","Near Edmonton, Alberta, CanadaNorthwest Orient Airlines","Douglas C-54ANC88785","2/5(0)","1948","Oct","27"
"1053","03 Nov 1948","Near Glossop, EnglandMilitary - U.S. Air Force","Boeing B-29A Superfortress44-61999","13/13(0)","1948","Nov","03"
"1054","04 Nov 1948","Cape Spencer, AlaskaPacific Alaska Air Freight","Douglas DC-3N66637","17/17(0)","1948","Nov","04"
"1055","08 Nov 1948","Mt. Macedon, AustraliaAustralian National Airways","Douglas DC-3VH-UZK","3/23(0)","1948","Nov","08"
"1056","11 Nov 1948","Liverpool, EnglandMannin Airways","de Havilland DH-89A Dragon RapideG-AKOF","7/8(0)","1948","Nov","11"
"1057","22 Nov 1948","Near Ryzhovo, RussiaAeroflot","Lisunov Li-2CCCP L-4463","23/26(?)","1948","Nov","22"
"1058","26 Nov 1948","Vehari, PakistanPakistan Airways","Douglas DC-3AP-ACE","21/21(0)","1948","Nov","26"
"1059","05 Dec 1948","Kiangwan, ChinaCentral Air Transport","Curtiss C-46XT-538","9/40(0)","1948","Dec","05"
"1060","06 Dec 1948","Milan, ItalyAvio Linee Italiane
Avio Linee Italiane","Douglas C-47I-ETNA","7/7(0)","1948","Dec","06"
"1061","12 Dec 1948","Taipei, TaiwanChina National Aviation Corporation","Douglas DC-3?","2/10(0)","1948","Dec","12"
"1062","15 Dec 1948","Near Bogata, ColombiaLANSA","Douglas C-47C-310","30/30(0)","1948","Dec","15"
"1063","21 Dec 1948","Near Pilos, GreeceCeskoslovenske Aerolinie","Douglas DC-3OK-WDE","24/24(0)","1948","Dec","21"
"1064","21 Dec 1948","Basalt Island, Hong KongChina National Aviation Corporation","Douglas C-54B-5-DOXT-104","33/33(0)","1948","Dec","21"
"1065","23 Dec 1948","Near Madrid, SpainIberia Airlines","Douglas DC-3 (C-47-DL)EC-ABK","27/27(0)","1948","Dec","23"
"1066","28 Dec 1948","Off San Juan, Puerto RicoAirborne Transport","Douglas DC-3DSTN16002","32/32(0)","1948","Dec","28"
"1067","31 Dec 1948","Mt. Argentari, ItalyPan African Air Charter","Douglas DC-3ZS-BYX","13/13(0)","1948","Dec","31"
"1068","02 Jan 1949","Seattle, WashingtonSeattle Air Charter","Douglas DC-3 (C-47A-DL)NC79025","14/30(0)","1949","Jan","02"
"1069","05 Jan 1949","Caravelas Bay, BrazilBritish South American Airways","Avro 685 York 1G-AHEX","3/17(0)","1949","Jan","05"
"1070","06 Jan 1949","Brandywine, MarylandCoastal Cargo","Douglas C-47ANC53210","2/2(0)","1949","Jan","06"
"1071","11 Jan 1949","Near Pelotas, BrazilViacao Aerea Gaucha S.A.","Lockheed 18 LodestarPP-SAC","12/12(0)","1949","Jan","11"
"1072","15 Jan 1949","Ras-el-Tin, EgyptPan African Air Charter","Douglas C-54 SkymasterZS-AYB","30/30(0)","1949","Jan","15"
"1073","16 Jan 1949","Near Srinagar, IndiaDalmia Jain Airways","Douglas DC-3VT-CDZ","13/13(0)","1949","Jan","16"
"1074","17 Jan 1949","Atlantic Ocean, off BermudaBritish South American Airways","Avro 688 Tudor 4BG-AGRE","20/20(0)","1949","Jan","17"
"1075","17 Jan 1949","Near Succoth Glen, Lochgoilhead, ScotlandMilitary - U.S. Air Force","Boeing B-29A Superfortress44-62276","20/20(0)","1949","Jan","17"
"1076","20 Jan 1949","Homer, AlaskaAlaska Airlines","Douglas DC-3CN91006","5/6(0)","1949","Jan","20"
"1077","30 Jan 1949","Port Washington, New YorkPan American World Airways","Lockheed L-749 / Cessna 140NC86530/NC76981","2/35(0)","1949","Jan","30"
"1078","02 Feb 1949","Trinity Bay, NewfoundlandSaint Lawrence Airways","Avro AnsonCF-FEO","6/10(0)","1949","Feb","02"
"1079","04 Feb 1949","Castel Benito, LibyaSkyways of London","Douglas C-54A-1-DO SkymasterG-AJPL","1/53(0)","1949","Feb","04"
"1080","05 Feb 1949","Buenaventura Bay, ColombiaAVIANCA","Consolidated PBY-5A CatalinaHK-134","3/14(0)","1949","Feb","05"
"1081","08 Feb 1949","Off Copenhagen, DenmarkScandinavian Airlines (SAS)","Vickers 628 Viking 1BOY-DLU","27/27(0)","1949","Feb","08"
"1082","10 Feb 1949","Near Huanuco, PeruFaucett","Douglas DC-3OB-PAV-223","16/16(0)","1949","Feb","10"
"1083","19 Feb 1949","Near Coventry, Warks, EnglandBritish European Airways / Military - British","Douglas DC-3 / Avro AnsonG-AHCW/VV243","14/14(0)","1949","Feb","19"
"1084","24 Feb 1949","Near Cuzco, PeruTAM (Peru)","Douglas C-47?","22/26(0)","1949","Feb","24"
"1085","24 Feb 1949","Braemar Resevoir, Hong KongCathay Pacific Airways","Douglas DC-3VR-HDG","23/23(0)","1949","Feb","24"
"1086","10 Mar 1949","Coolangatta, AustraliaQueensland Airlines","Lockheed 18 LodestarVH-BAG","22/22(0)","1949","Mar","10"
"1087","15 Mar 1949","Berlin, GermanySkyways","Avro 685 York IG-AHFI","3/3(0)","1949","Mar","15"
"1088","18 Mar 1949","Near Waikanae, New ZealandNew Zealand National Airways","Lockheed 18 LodestarZK-AKX","15/15(0)","1949","Mar","18"
"1089","29 Apr 1949","Near Mironovo, RussiaAeroflot","Lisunov Li-2SSSR-L4464","14/24(0)","1949","Apr","29"
"1090","04 May 1949","Superga, ItalyAvio Linee Italiane","FIAT G-212CPI-ELCE","31/31(0)","1949","May","04"
"1091","04 May 1949","Near Portland, Dorset, EnglandBristop Aeroplane Company","Bristol 170 Freighter 31 Mark IIG-AIFF","7/7(0)","1949","May","04"
"1092","07 May 1949","Sibuyan Sea, off the Philippine island of ElalatPhilippine Air Lines","Douglas DC-3PI-C-98","13/13(0)","1949","May","07"
"1093","13 May 1949","Near  Novosibirsk, RussiaAeroflot","Ilyushin IL-12L1791","25/25(0)","1949","May","13"
"1094","06 Jun 1949","Malahasa Attica, GreeceTech - Aeronautical Explotiation","Douglas DC-3SX-BAI","22/22(0)","1949","Jun","06"
"1095","07 Jun 1949","Near Florianpolis, BrazilMilitary - Brazilian Air Force","Douglas C-47BC-47-2023","27/27(0)","1949","Jun","07"
"1096","07 Jun 1949","San Juan, Puerto RicoStrato Freight","Curtiss C-46D-5-CUN92857","53/81(0)","1949","Jun","07"
"1097","23 Jun 1949","Off Bari, ItalyKLM Royal Dutch Airlines","Lockheed 749-79-33 ConstellationPH-TER","33/33(0)","1949","Jun","23"
"1098","02 Jul 1949","Near Guildford, AustraliaMac Roberston-Miller Airlines","Douglas C-47A-20-DLVH-MME","18/18(0)","1949","Jul","02"
"1099","12 Jul 1949","Chatsworth, CaliforniaStandard Airlines","Curtiss C-46E-1-CSN79978","35/48(0)","1949","Jul","12"
"1100","12 Jul 1949","Near Bombay, IndiaKLM Royal Dutch Airlines","Lockheed L-749-79-33 ConstellationPH-TDF","45/45(0)","1949","Jul","12"
"1101","13 Jul 1949","Jamnagar, Gujarat state, IndiaIndian Air Force","Hawker Hunter?","0/0(14)","1949","Jul","13"
"1102","19 Jul 1949","Seattle, WashingtonAir Transport Associates","Curtiss C-46F-1-CUN5075N","2/32(4)","1949","Jul","19"
"1103","21 Jul 1949","Marga, RussiaAeroflot","Ilyushin IL-12L1714","13/14(0)","1949","Jul","21"
"1104","30 Jul 1949","Chesterfield, New JerseyEastern Air Lines / Military - USN","Douglas DC-3 -201D/ F-6-F- 5 HellcatN19963/BU72887","16/16(0)","1949","Jul","30"
"1105","02 Aug 1949","Jaquirana, BrazilVarig","Curtiss C-46D-10-CUPP-VBI","5/36(0)","1949","Aug","02"
"1106","03 Aug 1949","Sao Francisco Bay, BrazilLineas Aéreas Brasil","Douglas DC-3PP-AJB","5/30(0)","1949","Aug","03"
"1107","06 Aug 1949","Salasaca, EcuadorShell Co of Ecuador","Bristol 170 Freighter 21HC-SBU","34/34(0)","1949","Aug","06"
"1108","09 Aug 1949","Salalah, OmanMilitary - Royal Air Force","Douglas C-47BKN336","12/12(0)","1949","Aug","09"
"1109","13 Aug 1949","Near Bogota, ColombiaSAETA","Douglas C-47HK-1200","32/32(0)","1949","Aug","13"
"1110","15 Aug 1949","Off Lurga Point, IrelandTransocean Air Lines","Douglas DC-3 (C-54A-DO)N79989","8/58(0)","1949","Aug","15"
"1111","19 Aug 1949","Near Oldham, EnglandBritish European Airways","Douglas DC-3G-AHCY","24/32(0)","1949","Aug","19"
"1112","21 Aug 1949","Near Bigstone Lake, ManitobaMilitary - Royal Canadian Air Force","Consolidated Canso (amphibian)11057","21/21(0)","1949","Aug","21"
"1113","27 Aug 1949","Leopoldville, ZaireSabena","Douglas C-47B-5-DKOO-CBK","5/20(0)","1949","Aug","27"
"1114","09 Sep 1949","Sault-aux-Cochons, PQ, CanadaCanadian Pacific Air Lines","Douglas DC-3CF-CUA","23/23(0)","1949","Sep","09"
"1115","26 Sep 1949","Mt. Popocatepetl, MexicoMexicana","Douglas DC-3XA-DUH","24/24(0)","1949","Sep","26"
"1116","27 Sep 1949","Near Castilla, ArgentinaFlota Aérea Mercante Argentina","Douglas C-54A-1-DOLV-ABI","5/27(0)","1949","Sep","27"
"1117","09 Oct 1949","Cheyenne, WyomingSlick Airways","Curtiss C-46E-1-CSN59485","4/4(0)","1949","Oct","09"
"1118","28 Oct 1949","San Miguel Island, AzoresAir France","Lockheed 749-79-33 ConstellationF-BAZN","48/48(0)","1949","Oct","28"
"1119","01 Nov 1949","Arlington, VirginiaEastern Air Lines / Military - Bolivian Air Force","Douglas C-54B / P-38N88727/NX26927","55/55(0)","1949","Nov","01"
"1120","04 Nov 1949","Akron, OhioHarrington's Inc","Douglas DC-3NC29086","3/3(0)","1949","Nov","04"
"1121","16 Nov 1949","Calcutta, IndiaRoyal Indian Air Force","Tempest?","1/2(14)","1949","Nov","16"
"1122","20 Nov 1949","Near Oslo, NorwayAero Holland","Douglas C-47APH-TFA","34/35(0)","1949","Nov","20"
"1123","26 Nov 1949","Near Bucaramanga, ColombiaLANSA","Douglas DC-3HK-305","12/12(0)","1949","Nov","26"
"1124","29 Nov 1949","Dallas, TexasAmerican Airlines","Douglas DC-6N90728","28/46(0)","1949","Nov","29"
"1125","29 Nov 1949","Chaleyssin, FranceAir France","Douglas DC-4F-BELO","5/38(0)","1949","Nov","29"
"1126","01 Dec 1949","Taquaracucu, BrazilREAL","Douglas DC-3 (C-47-DL)PP-YPM","20/22(0)","1949","Dec","01"
"1127","07 Dec 1949","Vallejo, CaliforniaArrow Airlines","Douglas DC-3NC60256","9/9(0)","1949","Dec","07"
"1128","09 Dec 1949","Near Lanchow, ChinaCivil Air Transport","Curtiss C-46D-CUXT-820","38/38(0)","1949","Dec","09"
"1129","10 Dec 1949","Near Hoikow, ChinaCivil Air Transport","Curtiss C-46D-CUXT-814","17/40(0)","1949","Dec","10"
"1130","12 Dec 1949","Washington, D.C.Capital Airlines","Douglas DC-3-313ANC-25691","6/23(0)","1949","Dec","12"
"1131","12 Dec 1949","Jungshahi, PakistanPakair","Douglas DC-3AP-ADI","26/26(0)","1949","Dec","12"
"1132","16 Dec 1949","Orizaba, MexicoMexicana","Douglas DC-3XA-DUK","17/17(0)","1949","Dec","16"
"1133","18 Dec 1949","Aulnay-sous-Bois, FranceSabena","Douglas C-47A-60-DLOO-AUQ","8/8(0)","1949","Dec","18"
"1134","30 Dec 1949","Comilla, PakistanBharat Airways","Douglas C-54A-DOVT-CYK","7/7(0)","1949","Dec","30"
"1135","05 Jan 1950","Sverdlovsk, RussiaMilitary - Soviet Air Force","Lisunov Li-2?","19/19(0)","1950","Jan","05"
"1136","18 Jan 1950","Albacete, SpainEjercito del Aire","Junkers JU-52/3m?","16/16(0)","1950","Jan","18"
"1137","20 Jan 1950","Near Vacas, BoliviaMilitary - Bolivian Air Force","Douglas C-47TAM-10","32/32(0)","1950","Jan","20"
"1138","24 Jan 1950","Near Tamatave, MadagascarSociete Transatlantique Aerienne","Douglas C-47A-50-DLF-BFGD","14/14(0)","1950","Jan","24"
"1139","24 Jan 1950","Iloilo,PhilippinesPhilippine Air Lines","Douglas DC-3PI-C22","4/4(0)","1950","Jan","24"
"1140","26 Jan 1950","Near Snag, Yukon TerritoryMilitary - U.S. Air Force","Douglas C-54D-DC (DC-4)42-72469","44/44(0)","1950","Jan","26"
"1141","02 Feb 1950","North SeaKLM Royal Dutch Airlines","Douglas DC-3PH-TEU","7/7(0)","1950","Feb","02"
"1142","27 Feb 1950","Near Prague, CzechoslovakiaCeskoslovenske Aerolinie","Douglas C-47A-15-DKOK-WDY","5/5(0)","1950","Feb","27"
"1143","07 Mar 1950","Minneapolis, MinnesotaNorthwest Orient Airlines","Martin 202N93050","13/13(2)","1950","Mar","07"
"1144","10 Mar 1950","Saigon, VietnamSociete Indochinoise de Transport Aeriens","Bristol 170 Freighter 21F-BECR","4/4(0)","1950","Mar","10"
"1145","12 Mar 1950","Llandow Airport, Cardiff, WalesFairflight Ltd.","Avro 689 Tudor 5G-AKBY","80/83(0)","1950","Mar","12"
"1146","25 Mar 1950","Ankara, TurkeyDevlet Hava Yollairi","Douglas DC-3TC-BAL","15/15(0)","1950","Mar","25"
"1147","28 Mar 1950","Off Cap-Ferret, FranceSEMAF","Latecoere 631 (sea plane)F-WANU","12/12(0)","1950","Mar","28"
"1148","05 Apr 1950","Hatiara, IndiaDeccan Airways","Douglas C-47AVT-CJD","3/3(0)","1950","Apr","05"
"1149","13 Apr 1950","Near Hastings, EnglandBritish European Airways","Vickers 610 Viking 1BG-AIVL","0/32(0)","1950","Apr","13"
"1150","15 Apr 1950","Santa Ana, ColombiaLineas Aéreas Nacionales","Douglas C-47 (DC-3)HK-309","25/25(0)","1950","Apr","15"
"1151","21 Apr 1950","Near Atsugi, JapanMilitary - U.S. Air Force","Douglas C-54D42-72704","35/35(0)","1950","Apr","21"
"1152","02 May 1950","Chimborazo, EcuadorAVIANCA","Douglas C-47DLHK-120","15/15(0)","1950","May","02"
"1153","17 May 1950","Lagens Air Force Base, AzoresMilitary - U.S. Air Force","Boeing B-29?","16/16(0)","1950","May","17"
"1154","23 May 1950","Myrtle Beach, South CarolinaMilitary - U.S. Air Force","Curtiss C-46D44-77577","39/39(0)","1950","May","23"
"1155","24 May 1950","Near Pasto, ColombiaLANSA","Douglas C-47HK-307","25/26(0)","1950","May","24"
"1156","27 May 1950","Teterboro, New JerseyRegina Cargo Airlines","Curtiss C-46F-1-CUN9406H","1/2(0)","1950","May","27"
"1157","30 May 1950","Near Ilheus, BrazilAerovias Brasil","Douglas DC-3PP-AVZ","13/15(0)","1950","May","30"
"1158","05 Jun 1950","Atlantic Ocean off FloridaWestair Transport","Curtiss C-46-F-1-CUN1248N","28/65(0)","1950","Jun","05"
